User_ID,User_Archetype,u_hist,u_adv,u_nat,u_rel,Location_Name,l_hist,l_adv,l_nat,l_rel,l_outdoor,l_lat,l_lng,c_raining,ENJOYMENT_SCORE
U0123,Luxury_Relax,0.15,0.0,0.3,0.75,Pedro Tea Estate,0.4,0.1,0.6,0.8,1,6.9833,80.7833,0,4.4
U0123,Luxury_Relax,0.15,0.0,0.3,0.75,Elephant Rock,0.0,0.6,0.7,0.5,1,6.81,81.82,0,2.8
U0123,Luxury_Relax,0.15,0.0,0.3,0.75,Anuradhapura Sacred City,1.0,0.1,0.3,0.2,1,8.35,80.3949,0,1.3
U0123,Luxury_Relax,0.15,0.0,0.3,0.75,Kelaniya Raja Maha Vihara,0.9,0.0,0.1,0.5,0,6.95,79.9167,0,2.3
U0123,Luxury_Relax,0.15,0.0,0.3,0.75,Pigeon Island,0.1,0.7,0.9,0.3,1,8.7167,81.2,1,0.0
U0123,Luxury_Relax,0.15,0.0,0.3,0.75,Rose Quartz Mountain,0.4,0.6,0.8,0.2,1,7.84,80.56,0,1.6
U0123,Luxury_Relax,0.15,0.0,0.3,0.75,Koggala Lake Safari,0.1,0.2,0.8,0.8,1,5.9833,80.3167,0,4.9
U0123,Luxury_Relax,0.15,0.0,0.3,0.75,Weligama Surf Break,0.0,0.9,0.4,0.3,1,5.9667,80.4333,0,1.7
U0123,Luxury_Relax,0.15,0.0,0.3,0.75,Casuarina Beach,0.1,0.2,0.5,0.8,1,9.76,79.89,1,0.0
U0124,Historian,0.97,0.39,0.51,0.39,Minneriya National Park,0.1,0.6,1.0,0.2,1,8.0305,80.8306,0,4.5
U0124,Historian,0.97,0.39,0.51,0.39,Independence Square,0.7,0.0,0.2,0.6,1,6.9039,79.8678,0,5.0
U0124,Historian,0.97,0.39,0.51,0.39,Nallur Kandaswamy Kovil,0.9,0.0,0.0,0.6,0,9.6745,80.0293,0,8.2
U0124,Historian,0.97,0.39,0.51,0.39,Nagadeepa Vihara,0.8,0.1,0.4,0.4,1,9.6167,79.7667,1,1.1
U0124,Historian,0.97,0.39,0.51,0.39,Mount Lavinia Beach,0.2,0.1,0.4,0.8,1,6.8333,79.8667,0,2.8
U0124,Historian,0.97,0.39,0.51,0.39,Kandy Lake Stroll,0.4,0.1,0.5,0.9,1,7.2925,80.641,1,0.0
U0124,Historian,0.97,0.39,0.51,0.39,Sinharaja Forest Reserve,0.1,0.7,1.0,0.2,1,6.4167,80.5,0,4.4
U0124,Historian,0.97,0.39,0.51,0.39,Mihintale,1.0,0.3,0.4,0.2,1,8.35,80.5167,0,8.6
U0124,Historian,0.97,0.39,0.51,0.39,Arugam Bay,0.1,0.9,0.6,0.4,1,6.8417,81.8333,0,3.4
U0124,Historian,0.97,0.39,0.51,0.39,Diyaluma Falls,0.1,0.9,0.9,0.3,1,6.7303,81.0319,0,3.3
U0124,Historian,0.97,0.39,0.51,0.39,Little Adam's Peak,0.1,0.8,0.8,0.2,1,6.8667,81.0667,0,3.4
U0124,Historian,0.97,0.39,0.51,0.39,Sembuwatta Lake,0.1,0.3,0.8,0.7,1,7.4369,80.6997,0,2.9
U0124,Historian,0.97,0.39,0.51,0.39,Negombo Fish Market,0.3,0.1,0.2,0.2,1,7.2,79.8333,0,2.4
U0124,Historian,0.97,0.39,0.51,0.39,Bambarakanda Falls,0.1,0.7,0.9,0.3,1,6.77,80.83,0,4.1
U0124,Historian,0.97,0.39,0.51,0.39,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,4.2
U0125,Backpacker,0.15,1.0,0.75,0.51,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,0,4.5
U0125,Backpacker,0.15,1.0,0.75,0.51,Nine Arches Bridge,0.6,0.3,0.7,0.4,1,6.8768,81.0608,0,4.4
U0125,Backpacker,0.15,1.0,0.75,0.51,Bahirawakanda Buddha,0.7,0.2,0.3,0.5,1,7.2913,80.63,0,2.1
U0125,Backpacker,0.15,1.0,0.75,0.51,Hanthana Mountain Range,0.1,0.8,0.8,0.1,1,7.2586,80.6286,0,5.9
U0125,Backpacker,0.15,1.0,0.75,0.51,Sembuwatta Lake,0.1,0.3,0.8,0.7,1,7.4369,80.6997,0,4.9
U0125,Backpacker,0.15,1.0,0.75,0.51,Mihintale,1.0,0.3,0.4,0.2,1,8.35,80.5167,0,2.9
U0125,Backpacker,0.15,1.0,0.75,0.51,Wilpattu National Park,0.2,0.6,1.0,0.2,1,8.4333,80.0,0,5.5
U0125,Backpacker,0.15,1.0,0.75,0.51,Point Pedro,0.4,0.3,0.5,0.3,1,9.8167,80.2333,0,3.7
U0125,Backpacker,0.15,1.0,0.75,0.51,Jaffna Public Library,0.8,0.0,0.1,0.5,0,9.6611,80.0111,0,1.6
U0125,Backpacker,0.15,1.0,0.75,0.51,Yala National Park,0.1,0.7,1.0,0.2,1,6.3667,81.4667,0,5.7
U0125,Backpacker,0.15,1.0,0.75,0.51,Casuarina Beach,0.1,0.2,0.5,0.8,1,9.76,79.89,0,3.1
U0125,Backpacker,0.15,1.0,0.75,0.51,Adisham Bungalow,0.8,0.1,0.4,0.6,0,6.7767,80.925,1,2.6
U0125,Backpacker,0.15,1.0,0.75,0.51,Old Dutch Hospital,0.7,0.1,0.1,0.9,0,6.9333,79.8417,0,3.6
U0125,Backpacker,0.15,1.0,0.75,0.51,Pidurangala Rock,0.6,0.8,0.6,0.2,1,7.9636,80.7633,0,6.3
U0125,Backpacker,0.15,1.0,0.75,0.51,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,5.4
U0126,Historian,1.0,0.18,0.37,0.35,Nallur Kandaswamy Kovil,0.9,0.0,0.0,0.6,0,9.6745,80.0293,0,7.5
U0126,Historian,1.0,0.18,0.37,0.35,Delft Island,0.7,0.5,0.7,0.2,1,9.51,79.68,0,5.6
U0126,Historian,1.0,0.18,0.37,0.35,Udawalawe National Park,0.1,0.6,1.0,0.2,1,6.4333,80.8833,0,2.7
U0126,Historian,1.0,0.18,0.37,0.35,Wilpattu National Park,0.2,0.6,1.0,0.2,1,8.4333,80.0,0,2.7
U0126,Historian,1.0,0.18,0.37,0.35,Hikkaduwa Coral Reef,0.1,0.6,0.7,0.5,1,6.1389,80.1,0,2.4
U0126,Historian,1.0,0.18,0.37,0.35,Nilaveli Beach,0.1,0.2,0.5,0.9,1,8.6833,81.2,0,2.6
U0126,Historian,1.0,0.18,0.37,0.35,Koneswaram Temple,0.9,0.1,0.5,0.4,1,8.5825,81.2456,0,7.8
U0126,Historian,1.0,0.18,0.37,0.35,Pigeon Island,0.1,0.7,0.9,0.3,1,8.7167,81.2,0,2.9
U0126,Historian,1.0,0.18,0.37,0.35,Kitulgala Rafting,0.1,1.0,0.7,0.1,1,6.9833,80.4167,0,2.5
U0126,Historian,1.0,0.18,0.37,0.35,Dambulla Cave Temple,1.0,0.2,0.3,0.3,0,7.8565,80.6484,0,8.3
U0126,Historian,1.0,0.18,0.37,0.35,Pidurangala Rock,0.6,0.8,0.6,0.2,1,7.9636,80.7633,0,4.5
U0126,Historian,1.0,0.18,0.37,0.35,Bahirawakanda Buddha,0.7,0.2,0.3,0.5,1,7.2913,80.63,0,4.8
U0126,Historian,1.0,0.18,0.37,0.35,Mihintale,1.0,0.3,0.4,0.2,1,8.35,80.5167,1,3.6
U0126,Historian,1.0,0.18,0.37,0.35,Jaffna Public Library,0.8,0.0,0.1,0.5,0,9.6611,80.0111,0,5.7
U0126,Historian,1.0,0.18,0.37,0.35,Horton Plains,0.1,0.8,1.0,0.2,1,6.8028,80.8039,0,3.0
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Nallur Kandaswamy Kovil,0.9,0.0,0.0,0.6,0,9.6745,80.0293,0,3.9
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Delft Island,0.7,0.5,0.7,0.2,1,9.51,79.68,0,2.9
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Ella Rock Hike,0.1,0.9,0.8,0.1,1,6.8585,81.0505,0,4.2
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,2.9
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Lipton's Seat,0.3,0.5,0.9,0.4,1,6.7833,81.0167,1,0.0
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Adisham Bungalow,0.8,0.1,0.4,0.6,0,6.7767,80.925,0,4.1
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Avukana Buddha Statue,0.9,0.1,0.2,0.5,1,8.01,80.51,1,0.0
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Udawalawe National Park,0.1,0.6,1.0,0.2,1,6.4333,80.8833,0,2.9
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Hiriwadunna Village Trek,0.3,0.2,0.7,0.8,1,8.0197,80.7631,0,6.0
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Japanese Peace Pagoda,0.7,0.1,0.4,0.8,1,6.015,80.2433,1,0.3
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Ambuluwawa Tower,0.2,0.7,0.6,0.2,1,7.1614,80.5562,0,3.4
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Horton Plains,0.1,0.8,1.0,0.2,1,6.8028,80.8039,0,4.1
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Pedro Tea Estate,0.4,0.1,0.6,0.8,1,6.9833,80.7833,1,0.2
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Minneriya National Park,0.1,0.6,1.0,0.2,1,8.0305,80.8306,0,3.6
U0127,Digital_Nomad,0.12,0.62,0.37,0.95,Yala National Park,0.1,0.7,1.0,0.2,1,6.3667,81.4667,1,0.0
U0128,Backpacker,0.28,0.96,0.53,0.26,Hanthana Mountain Range,0.1,0.8,0.8,0.1,1,7.2586,80.6286,0,5.6
U0128,Backpacker,0.28,0.96,0.53,0.26,Victoria Park,0.3,0.0,0.8,0.8,1,6.9708,80.7675,0,3.2
U0128,Backpacker,0.28,0.96,0.53,0.26,Lotus Tower,0.1,0.3,0.1,0.7,0,6.9269,79.8583,0,2.0
U0128,Backpacker,0.28,0.96,0.53,0.26,Ella Rock Hike,0.1,0.9,0.8,0.1,1,6.8585,81.0505,0,7.8
U0128,Backpacker,0.28,0.96,0.53,0.26,Unawatuna Jungle Beach,0.1,0.5,0.7,0.8,1,6.0183,80.2525,0,4.3
U0128,Backpacker,0.28,0.96,0.53,0.26,Gregory Lake,0.1,0.2,0.6,0.8,1,6.9583,80.7764,0,2.6
U0128,Backpacker,0.28,0.96,0.53,0.26,Anuradhapura Sacred City,1.0,0.1,0.3,0.2,1,8.35,80.3949,0,1.9
U0128,Backpacker,0.28,0.96,0.53,0.26,Trincomalee Harbour,0.5,0.2,0.6,0.4,1,8.5667,81.2333,0,3.1
U0128,Backpacker,0.28,0.96,0.53,0.26,Pigeon Island,0.1,0.7,0.9,0.3,1,8.7167,81.2,1,0.0
U0128,Backpacker,0.28,0.96,0.53,0.26,Ambuluwawa Tower,0.2,0.7,0.6,0.2,1,7.1614,80.5562,0,5.2
U0128,Backpacker,0.28,0.96,0.53,0.26,Jaffna Public Library,0.8,0.0,0.1,0.5,0,9.6611,80.0111,0,2.0
U0128,Backpacker,0.28,0.96,0.53,0.26,Old Dutch Hospital,0.7,0.1,0.1,0.9,0,6.9333,79.8417,0,2.5
U0128,Backpacker,0.28,0.96,0.53,0.26,Sinharaja Forest Reserve,0.1,0.7,1.0,0.2,1,6.4167,80.5,0,5.5
U0128,Backpacker,0.28,0.96,0.53,0.26,Coconut Tree Hill,0.0,0.1,0.5,0.9,1,5.9381,80.4667,0,1.9
U0128,Backpacker,0.28,0.96,0.53,0.26,Japanese Peace Pagoda,0.7,0.1,0.4,0.8,1,6.015,80.2433,0,1.9
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Weligama Surf Break,0.0,0.9,0.4,0.3,1,5.9667,80.4333,0,2.1
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Ravana Falls,0.2,0.3,0.8,0.5,1,6.8417,81.05,0,3.8
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Ambuluwawa Tower,0.2,0.7,0.6,0.2,1,7.1614,80.5562,1,0.0
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Temple of the Tooth,1.0,0.1,0.2,0.6,0,7.2936,80.6413,0,3.9
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Unawatuna Jungle Beach,0.1,0.5,0.7,0.8,1,6.0183,80.2525,1,0.0
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Minneriya National Park,0.1,0.6,1.0,0.2,1,8.0305,80.8306,0,3.5
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Muthurajawela Wetland,0.1,0.4,0.9,0.4,1,7.0333,79.85,0,4.0
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Koggala Lake Safari,0.1,0.2,0.8,0.8,1,5.9833,80.3167,0,4.7
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Madol Doova,0.4,0.2,0.7,0.5,1,5.9667,80.3,0,2.8
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Hikkaduwa Coral Reef,0.1,0.6,0.7,0.5,1,6.1389,80.1,1,0.0
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Kumana Bird Sanctuary,0.1,0.4,1.0,0.4,1,6.5131,81.6878,0,4.4
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Galle Face Green,0.3,0.1,0.1,0.8,1,6.9269,79.8433,0,3.9
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Mount Lavinia Beach,0.2,0.1,0.4,0.8,1,6.8333,79.8667,0,4.0
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Elephant Rock,0.0,0.6,0.7,0.5,1,6.81,81.82,0,3.1
U0129,Luxury_Relax,0.12,0.0,0.53,0.76,Ceylon Tea Museum,0.8,0.0,0.2,0.6,0,7.2683,80.6319,1,3.9
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Jaffna Fort,0.9,0.2,0.3,0.4,1,9.6611,80.0083,0,2.8
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Sigiriya Lion Rock,1.0,0.4,0.5,0.1,1,7.957,80.7603,0,2.2
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Marble Beach,0.1,0.2,0.6,0.9,1,8.5167,81.2167,1,0.0
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Embekke Devalaya,1.0,0.1,0.2,0.4,0,7.2186,80.5658,0,2.5
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Madol Doova,0.4,0.2,0.7,0.5,1,5.9667,80.3,1,0.0
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Pedro Tea Estate,0.4,0.1,0.6,0.8,1,6.9833,80.7833,1,0.0
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Rose Quartz Mountain,0.4,0.6,0.8,0.2,1,7.84,80.56,0,3.2
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Coconut Tree Hill,0.0,0.1,0.5,0.9,1,5.9381,80.4667,1,0.4
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Pidurangala Rock,0.6,0.8,0.6,0.2,1,7.9636,80.7633,0,3.5
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Bambarakanda Falls,0.1,0.7,0.9,0.3,1,6.77,80.83,0,4.4
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Lipton's Seat,0.3,0.5,0.9,0.4,1,6.7833,81.0167,1,0.0
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Ambuluwawa Tower,0.2,0.7,0.6,0.2,1,7.1614,80.5562,0,2.3
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Gregory Lake,0.1,0.2,0.6,0.8,1,6.9583,80.7764,0,5.0
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Minneriya National Park,0.1,0.6,1.0,0.2,1,8.0305,80.8306,0,3.8
U0130,Digital_Nomad,0.03,0.46,0.53,0.78,Weligama Surf Break,0.0,0.9,0.4,0.3,1,5.9667,80.4333,1,0.0
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Kumana Bird Sanctuary,0.1,0.4,1.0,0.4,1,6.5131,81.6878,0,3.3
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Embekke Devalaya,1.0,0.1,0.2,0.4,0,7.2186,80.5658,0,3.3
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Lotus Tower,0.1,0.3,0.1,0.7,0,6.9269,79.8583,0,4.7
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Muthurajawela Wetland,0.1,0.4,0.9,0.4,1,7.0333,79.85,0,3.7
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,0,8.9
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Rose Quartz Mountain,0.4,0.6,0.8,0.2,1,7.84,80.56,0,3.3
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,3.2
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Sigiriya Lion Rock,1.0,0.4,0.5,0.1,1,7.957,80.7603,0,2.0
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Delft Island,0.7,0.5,0.7,0.2,1,9.51,79.68,0,2.1
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Negombo Fish Market,0.3,0.1,0.2,0.2,1,7.2,79.8333,0,1.0
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Hiriwadunna Village Trek,0.3,0.2,0.7,0.8,1,8.0197,80.7631,0,6.2
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Madol Doova,0.4,0.2,0.7,0.5,1,5.9667,80.3,1,0.0
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Adisham Bungalow,0.8,0.1,0.4,0.6,0,6.7767,80.925,0,4.1
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Mirissa Whale Watching,0.0,0.8,0.9,0.3,1,5.9483,80.4714,0,2.7
U0131,Luxury_Relax,0.28,0.08,0.45,0.96,Strawberry Farm Visit,0.0,0.0,0.6,0.9,0,6.94,80.74,0,8.0
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Anuradhapura Sacred City,1.0,0.1,0.3,0.2,1,8.35,80.3949,1,0.0
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Rose Quartz Mountain,0.4,0.6,0.8,0.2,1,7.84,80.56,1,1.4
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Dambulla Cave Temple,1.0,0.2,0.3,0.3,0,7.8565,80.6484,0,2.8
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Nallur Kandaswamy Kovil,0.9,0.0,0.0,0.6,0,9.6745,80.0293,0,2.2
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Victoria Park,0.3,0.0,0.8,0.8,1,6.9708,80.7675,0,6.1
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Japanese Peace Pagoda,0.7,0.1,0.4,0.8,1,6.015,80.2433,0,3.1
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Kumana Bird Sanctuary,0.1,0.4,1.0,0.4,1,6.5131,81.6878,0,8.6
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Polonnaruwa Ruins,1.0,0.2,0.4,0.2,1,7.9333,81.0,1,0.0
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Gregory Lake,0.1,0.2,0.6,0.8,1,6.9583,80.7764,1,0.0
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Yapahuwa Rock Fortress,0.9,0.4,0.4,0.1,1,7.8168,80.3107,0,3.1
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Muthurajawela Wetland,0.1,0.4,0.9,0.4,1,7.0333,79.85,1,2.9
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Avukana Buddha Statue,0.9,0.1,0.2,0.5,1,8.01,80.51,0,1.4
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Pigeon Island,0.1,0.7,0.9,0.3,1,8.7167,81.2,0,8.8
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Old Dutch Hospital,0.7,0.1,0.1,0.9,0,6.9333,79.8417,0,2.7
U0132,Nature_Lover,0.09,0.65,1.0,0.4,Parakrama Samudra,0.4,0.1,0.6,0.8,1,7.9333,81.0,1,0.0
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Rose Quartz Mountain,0.4,0.6,0.8,0.2,1,7.84,80.56,0,6.1
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Sembuwatta Lake,0.1,0.3,0.8,0.7,1,7.4369,80.6997,0,6.3
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Pigeon Island,0.1,0.7,0.9,0.3,1,8.7167,81.2,0,8.1
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Yapahuwa Rock Fortress,0.9,0.4,0.4,0.1,1,7.8168,80.3107,0,3.0
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Ceylon Tea Museum,0.8,0.0,0.2,0.6,0,7.2683,80.6319,0,2.7
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Marble Beach,0.1,0.2,0.6,0.9,1,8.5167,81.2167,0,5.0
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Anuradhapura Sacred City,1.0,0.1,0.3,0.2,1,8.35,80.3949,0,2.9
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Point Pedro,0.4,0.3,0.5,0.3,1,9.8167,80.2333,1,0.0
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Adisham Bungalow,0.8,0.1,0.4,0.6,0,6.7767,80.925,0,3.1
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Weligama Surf Break,0.0,0.9,0.4,0.3,1,5.9667,80.4333,1,0.0
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Udawattekele Sanctuary,0.2,0.5,0.9,0.4,1,7.2989,80.6433,0,8.3
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Pidurangala Rock,0.6,0.8,0.6,0.2,1,7.9636,80.7633,0,5.1
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Moon Plains,0.1,0.5,0.9,0.4,1,6.9583,80.8,0,8.3
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Lipton's Seat,0.3,0.5,0.9,0.4,1,6.7833,81.0167,0,8.0
U0133,Nature_Lover,0.31,0.62,1.0,0.49,Bambarakanda Falls,0.1,0.7,0.9,0.3,1,6.77,80.83,0,8.4
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Kelaniya Raja Maha Vihara,0.9,0.0,0.1,0.5,0,6.95,79.9167,0,1.5
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Lipton's Seat,0.3,0.5,0.9,0.4,1,6.7833,81.0167,0,6.1
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Galle Face Green,0.3,0.1,0.1,0.8,1,6.9269,79.8433,0,3.3
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Riverston Gap,0.1,0.8,0.9,0.1,1,7.5167,80.7333,0,5.3
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Anuradhapura Sacred City,1.0,0.1,0.3,0.2,1,8.35,80.3949,0,1.8
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Nagadeepa Vihara,0.8,0.1,0.4,0.4,1,9.6167,79.7667,0,2.9
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Pigeon Island,0.1,0.7,0.9,0.3,1,8.7167,81.2,0,5.8
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Madol Doova,0.4,0.2,0.7,0.5,1,5.9667,80.3,0,4.9
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Royal Botanical Gardens,0.3,0.1,0.9,0.8,1,7.2697,80.5967,0,5.8
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Udawattekele Sanctuary,0.2,0.5,0.9,0.4,1,7.2989,80.6433,0,5.7
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Ritigala Forest Monastery,0.9,0.5,0.8,0.2,1,8.1189,80.6483,1,0.4
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Yapahuwa Rock Fortress,0.9,0.4,0.4,0.1,1,7.8168,80.3107,0,2.6
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Lotus Tower,0.1,0.3,0.1,0.7,0,6.9269,79.8583,0,2.3
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Hiriwadunna Village Trek,0.3,0.2,0.7,0.8,1,8.0197,80.7631,0,4.9
U0134,Nature_Lover,0.26,0.52,0.82,0.47,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,1,0.0
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Pasikudah Beach,0.1,0.1,0.5,1.0,1,7.9167,81.55,0,4.8
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Dambulla Cave Temple,1.0,0.2,0.3,0.3,0,7.8565,80.6484,1,2.5
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Casuarina Beach,0.1,0.2,0.5,0.8,1,9.76,79.89,0,4.2
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Udawattekele Sanctuary,0.2,0.5,0.9,0.4,1,7.2989,80.6433,1,2.6
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Lipton's Seat,0.3,0.5,0.9,0.4,1,6.7833,81.0167,0,8.2
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Weligama Surf Break,0.0,0.9,0.4,0.3,1,5.9667,80.4333,1,0.0
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Mount Lavinia Beach,0.2,0.1,0.4,0.8,1,6.8333,79.8667,0,3.3
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Hikkaduwa Coral Reef,0.1,0.6,0.7,0.5,1,6.1389,80.1,1,0.0
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Mirissa Whale Watching,0.0,0.8,0.9,0.3,1,5.9483,80.4714,1,3.1
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Little Adam's Peak,0.1,0.8,0.8,0.2,1,6.8667,81.0667,1,0.8
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Point Pedro,0.4,0.3,0.5,0.3,1,9.8167,80.2333,0,3.9
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Jaffna Public Library,0.8,0.0,0.1,0.5,0,9.6611,80.0111,1,2.5
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Wilpattu National Park,0.2,0.6,1.0,0.2,1,8.4333,80.0,0,8.0
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Sembuwatta Lake,0.1,0.3,0.8,0.7,1,7.4369,80.6997,0,5.6
U0135,Nature_Lover,0.23,0.69,0.9,0.56,Yala National Park,0.1,0.7,1.0,0.2,1,6.3667,81.4667,0,8.9
U0136,Family_Vacation,0.39,0.22,0.51,0.87,Coconut Tree Hill,0.0,0.1,0.5,0.9,1,5.9381,80.4667,0,5.7
U0136,Family_Vacation,0.39,0.22,0.51,0.87,Sea Turtle Hatchery,0.1,0.1,0.7,0.5,0,5.9833,80.2833,0,3.5
U0136,Family_Vacation,0.39,0.22,0.51,0.87,Pigeon Island,0.1,0.7,0.9,0.3,1,8.7167,81.2,0,4.0
U0136,Family_Vacation,0.39,0.22,0.51,0.87,Little Adam's Peak,0.1,0.8,0.8,0.2,1,6.8667,81.0667,0,3.3
U0136,Family_Vacation,0.39,0.22,0.51,0.87,Ambuluwawa Tower,0.2,0.7,0.6,0.2,1,7.1614,80.5562,0,2.6
